IdUnidade,Sigla,Descricao,SinProtocolo,SinArquivamento,SinOuvidoria
110000401,CBMEPI-PI/GABCMDO/AJUD,Ajudância Geral - CBMEPI-PI,N,S,N
110002452,CBMEPI-PI/GABCMDO/AJUD/GSA_QCG,Gestão de Serviço Administrativo - QCG - CBMEPI-PI,N,N,N
110000405,CBMEPI-PI/GABCMDO/BM2-INFO,Seção de Informações - CBMEPI-PI,N,N,N
110000408,CBMEPI-PI/GABCMDO/BM3-DEI,Diretoria de Ensino e Instrução - CBMEPI-PI,N,N,N
110000422,CBMEPI-PI/GABCMDO/BM3-DEI/CTO,Centro de Treinamento Operacional - CBMEPI-PI,N,N,N
110000406,CBMEPI-PI/GABCMDO/BM4-DAF,Diretoria Administrativa Financeira - CBMEPI-PI,N,N,N
110000421,CBMEPI-PI/GABCMDO/BM4-DAF/CSM,Centro de Suprimento de Materiais - CBMEPI-PI,N,N,N
110000407,CBMEPI-PI/GABCMDO/BM5-RLP,Relações Públicas - CBMEPI-PI,N,N,N
110000410,CBMEPI-PI/GABCMDO/COB,Comando Operacional de Bombeiros - CBMEPI-PI,N,N,N
110000454,CBMEPI-PI/GABCMDO/COB/1BBM,1º Batalhão Bombeiro Militar - CBMEPI-PI,N,N,N
110000426,CBMEPI-PI/GABCMDO/COB/1CIA_IND,1ª Companhia Independente - CBMEPI-PI,N,N,N
110000427,CBMEPI-PI/GABCMDO/COB/3CIA_IND,3ª Companhia Independente - CBMEPI-PI,N,N,N
110000425,CBMEPI-PI/GABCMDO/COB/GAB2BBM,Gabinete do 2º Batalhão Bombeiro Militar -Parnaíba - CBMEPI-PI,S,N,N
110002456,CBMEPI-PI/GABCMDO/COB/GSO,Gestão de Serviço Operacional - CBMEPI-PI,N,N,N
110000432,CBMEPI-PI/GABCMDO/COB/SCI_PHB,Seção Contra Incêndio de Parnaíba - CBMEPI-PI,N,N,N
110000453,CBMEPI-PI/GABCMDO/CPL,Comissão Permanente de Licitação - CBMEPI-PI,N,N,N
110000413,CBMEPI-PI/GABCMDO/CPO,Comissão de Promoção de Oficiais - CBMEPI-PI,N,N,N
110000409,CBMEPI-PI/GABCMDO/DIRENG,Diretoria de Engenharia - CBMEPI-PI,N,N,N
110000433,CBMEPI-PI/GABCMDO/EMG,Estado Maior Geral - CBMEPI-PI,N,N,N
110000400,CBMEPI-PI/GABCMDO/GABSUB,Gabinete do SubComando Geral - CBMEPI-PI,N,N,N
110000414,CBMEPI-PI/GABCMDO/GABSUB/CPP,Comissão de Promoção de Praças - CBMEPI-PI,N,N,N
110000651,CBMEPI-PI/GABCMDO/GC,Gestão de Contratos - CBMEPI-PI,N,N,N
110001884,CBMEPI-PI/GABCMDO/GC1,Gestão de Contratos - I - CBMEPI-PI,N,N,N
110001885,CBMEPI-PI/GABCMDO/GC2,Gestão de Contratos - II - CBMEPI-PI,N,N,N
110002391,CBMEPI-PI/GABCMDO/GC3,Gestão de Contratos - III - CBMEPI-PI,N,N,N
110000411,CBMEPI-PI/GABCMDO/NDC,Núcleo de Defesa Civil - CBMEPI-PI,N,N,N
110001994,CBMEPI-PI/GABCMDO/NS-SEI,Núcleo Setorial SEI - CBMEPI-PI,N,N,N
110003015,CBMEPI-PI/GABCMDO/OUV,Ouvidoria - CBMEPI-PI,N,N,S
110005280,CBMEPI-PI/GABSUBCMT,Gabinete do Subcomandante-Geral (GAB SUBCMT) - CBMEPI-PI,N,N,N
110005289,CBMEPI-PI/NCI,Núcleo de Controle Interno (NCI) - CBMEPI-PI,N,N,N
110005282,CBMEPI-PI/NDC,Núcleo de Defesa Civil - CBMEPI-PI,N,N,N
110005283,CBMEPI-PI/NDC/SDCC,Seção de Defesa Civil da Capital - CBMEPI-PI,N,N,N
110005284,CBMEPI-PI/NDC/SDCI,Seção de Defesa Civil do Interior - CBMEPI-PI,N,N,N
110005281,CBMEPI-PI/NEE,Núcleo de Estudos Estratégicos (NEE) - CBMEPI-PI,N,N,N
110000431,CBMEPI-PI/PROCESSOSADMIN,"Inqueritos, Procedimentos e Processos Administrativos do CBMEPI",N,N,N
110005252,CBMEPI-PI/SUBCMT-GERAL,Subcomandante Geral - CBMEPI-PI,N,N,N
110002044,CCOM-PI/DAF/GAF/CADM/SPADM,Setor de Processos Administrativos - CCOM-PI,N,N,N
110002049,CCOM-PI/DAF/GOPER/PROTOCOLO,Protocolo Geral - CCOM-PI,N,N,N
110001853,CCOM-PI/GAB,Gabinete da Coordenadoria Geral - CCOM-PI,S,S,N
110002012,CCOM-PI/GAB/AJURI,Assessoria Jurídica - CCOM-PI,N,N,N
110006336,CCOM-PI/GAB/AJURI/CONTADM,Unidade de Contratos Administrativos - CCOM-PI,N,N,N
110010958,CCOM-PI/GAB/ATENPGE,Atendimento à Requisições e Diligências da Procuradoria de Geral Estado (PGE) - CCOM-PI,N,N,N
110002013,CCOM-PI/GAB/CCI,Coordenação de Controle Interno - CCOM-PI,N,N,N
110002422,CCOM-PI/GAB/CPL,Comissão Permanente de Licitação - CCOM-PI,N,N,N
110002041,CCOM-PI/GAB/DAF,Diretoria de Unidade Administrativo-Financeira - CCOM-PI,N,N,N
110002042,CCOM-PI/GAB/DAF/GAF,Gerência Administrativo-Financeiro - CCOM-PI,N,N,N
110002043,CCOM-PI/GAB/DAF/GAF/CADM,Coordenação Administrativa - CCOM-PI,N,N,N
110002045,CCOM-PI/GAB/DAF/GAF/CFIN,Coordenação Financeira - CCOM-PI,N,N,N
110002046,CCOM-PI/GAB/DAF/GAF/CGPES,Coordenação de Gestão de Pessoas - CCOM-PI,N,N,N
110002047,CCOM-PI/GAB/DAF/GAF/CLOG,Coordenação de Logística - CCOM-PI,N,N,N
110002048,CCOM-PI/GAB/DAF/GOPER,Gerência de Operações - CCOM-PI,N,N,N
110002051,CCOM-PI/GAB/DAF/GOPER/ASTI,Assessoria de Tecnologia da Informação - CCOM-PI,N,N,N
110002050,CCOM-PI/GAB/DAF/GOPER/CSAO,Coordenador de Serviço e Apoio Operacional - CCOM-PI,N,N,N
110002014,CCOM-PI/GAB/DIJOR,Diretoria de Unidade de Jornalismo - CCOM-PI,N,N,N
110002015,CCOM-PI/GAB/DIJOR/GIMP,Gerência de Imprensa - CCOM-PI,N,N,N
110002016,CCOM-PI/GAB/DIJOR/GIMP/CAADI,Coordenação de Assessoria da Administração Direta e Indireta - CCOM-PI,N,N,N
110002017,CCOM-PI/GAB/DIJOR/GIMP/CDE,Coordenação do Diário Eletrônico - CCOM-PI,N,N,N
110002019,CCOM-PI/GAB/DIJOR/GIMP/CDOCV,Coordenação de Documentação e Vídeo - CCOM-PI,N,N,N
110002018,CCOM-PI/GAB/DIJOR/GIMP/CFOTO,Coordenação de Fotografia - CCOM-PI,N,N,N
110002020,CCOM-PI/GAB/DIJOR/GSITE,Gerência de Site - CCOM-PI,N,N,N
110002021,CCOM-PI/GAB/DIJOR/GSITE/CTEC,Coordenação Técnica - CCOM-PI,N,N,N
110002026,CCOM-PI/GAB/DPMK,Diretoria de Unidade de Propaganda e Marketing - CCOM-PI,N,N,N
110002027,CCOM-PI/GAB/DPMK/GCMDI,Gerência de Comunicação Direta e Indireta - CCOM-PI,N,N,N
110002028,CCOM-PI/GAB/DPMK/GCRIA,Gerência de Criação - CCOM-PI,N,N,N
110002031,CCOM-PI/GAB/DPMK/GPCA,Gerência de Pesquisa e Comunicação Com Agências - CCOM-PI,N,N,N
110002032,CCOM-PI/GAB/DPMK/GPCA/SPLEG,Supervisão de Publicidade Legal - CCOM-PI,N,N,N
110002029,CCOM-PI/GAB/DPMK/GVCP,Gerência de Veículo de Comunicação Próprios - CCOM-PI,N,N,N
110002030,CCOM-PI/GAB/DPMK/GVCP/CCAD,Coordenação de Cadastro - CCOM-PI,N,N,N
110002033,CCOM-PI/GAB/DPPC,Diretoria de Unidade de Políticas Públicas de Comunicação - CCOM-PI,N,N,N
110002038,CCOM-PI/GAB/DPPC/GCCM,Gerência de Comunicação Comunitária - CCOM-PI,N,N,N
110002039,CCOM-PI/GAB/DPPC/GCCM/CPROD,Coordenação de Produção - CCOM-PI,N,N,N
110002040,CCOM-PI/GAB/DPPC/GMOP,Gerência de Multiplicadores de Opinião - CCOM-PI,N,N,N
110002034,CCOM-PI/GAB/DPPC/GRADIO,Gerência de Rádio - CCOM-PI,N,N,N
110002035,CCOM-PI/GAB/DPPC/GRADIO/CPDR,Coordenação de Programas Diários - CCOM-PI,N,N,N
110002036,CCOM-PI/GAB/DPPC/GRADIO/CPTEM,Coordenação de Programas Temáticos - CCOM-PI,N,N,N
110002022,CCOM-PI/GAB/DURP,Diretoria de Unidade de Relações Públicas - CCOM-PI,N,N,N
110002025,CCOM-PI/GAB/DURP/GEVENTOS,Gerência de Eventos - CCOM-PI,N,N,N
110002023,CCOM-PI/GAB/DURP/GRP,Gerência de Relação Públicas - CCOM-PI,N,N,N
110002052,CCOM-PI/GAB/DURP/GRP/ASONTEC,Assessoria de Sonotécnica - CCOM-PI,N,N,N
110002024,CCOM-PI/GAB/DURP/GRP/CCMIE,Coordenação de Comunicação Interna e Externa - CCOM-PI,N,N,N
110006335,CCOM-PI/GAB/PROPAT,Unidade de Projetos e Patrocínios - CCOM-PI,N,N,N
110009873,CCOM-PI/GAB/PROPAT/ANALISE,Analise de Projetos e Patrocínios - CCOM-PI,N,N,N
110006307,CDTER-PI/GAB,Gabinete do Coordenador Geral - CDTER-PI,N,N,N
110010602,CDTER-PI/GAB/ATENPGE,Atendimento à Requisições e Diligências da Procuradoria de Geral Estado (PGE) - CDTER-PI,N,N,N
110007008,CDTER-PI/GAB/DAF,Diretoria Administrativa Financeira - CDTER-PI,N,N,N
110007009,CDTER-PI/GAB/DAF/GLC,Gerência de Licitações e Contratos - CDTER-PI,N,N,N
110007070,CDTER-PI/GAB/DAF/GLC/CIACR,Coordenação de Incentivo às Atividades Culturais e Regionais - CDTER-PI,N,N,N
110007546,CDTER-PI/GAB/DAF/NCI,Núcleo de Controle Interno - CDTER-PI,N,N,N
110006888,CDTER-PI/GAB/DINF,Diretoria de Infraestrutura - CDTER-PI,N,N,N
110006889,CDTER-PI/GAB/DINF/GOB,Gerência de Obras - CDTER-PI,N,N,N
110006890,CDTER-PI/GAB/DINF/GOB/CP,Coordenação de Projetos - CDTER-PI,N,N,N
110006257,CENDFOL-PI/GAB,Gabinete da Coordenadoria Geral - CENDFOL-PI,S,S,N
110007348,CENDFOL-PI/GAB/AJ,Assessoria Jurídica - CENDFOL-PI,N,N,N
110010254,CENDFOL-PI/GAB/APOIO,Apoio de Gabinete - CENDFOL-PI,N,N,N
110010253,CENDFOL-PI/GAB/ASCOM,Assessoria de Comunicação - CENDFOL-PI,N,N,N
110010951,CENDFOL-PI/GAB/ATENPGE,Atendimento à Requisições e Diligências da Procuradoria de Geral Estado (PGE) - CENDFOL-PI,N,N,N
110010256,CENDFOL-PI/GAB/CEPD,Conselho Estadual de Políticas Públicas Sobre Drogras - CENDFOL-PI,N,N,N
110006258,CENDFOL-PI/GAB/DAF,Diretoria Administrativa Financeira - CENDFOL-PI,N,N,N
110006259,CENDFOL-PI/GAB/DAF/CCP,Coordenação de Capacitação e Pesquisa - CENDFOL-PI,N,N,N
110010262,CENDFOL-PI/GAB/DAF/GAF,Gerência Administrativa e Financeira - CENDFOL-PI,N,N,N
110010263,CENDFOL-PI/GAB/DAF/GAF/COOR,Coordenação Administrativa e Financeira - CENDFOL-PI,N,N,N
110006260,CENDFOL-PI/GAB/DAF/GFINC,Gerência Financeira e Contábil - CENDFOL-PI,N,N,N
110010260,CENDFOL-PI/GAB/DAF/GLC,Gerência de Licitações e Contratos - CENDFOL-PI,N,N,N
110010261,CENDFOL-PI/GAB/DAF/GLC/COOR,Coordenação de Licitações e Contratos - CENDFOL-PI,N,N,N
110010264,CENDFOL-PI/GAB/DAF/GTI,Gerência de Tecnologia da Informação - CENDFOL-PI,N,N,N
110010265,CENDFOL-PI/GAB/DAF/GTI/COOR,Coordenação de Gerência da Tecnologia e Informação - CENDFOL-PI,N,N,N
110006261,CENDFOL-PI/GAB/DAF/PROTOCOLO,Protocolo Geral - CENDFOL-PI,N,N,N
110010266,CENDFOL-PI/GAB/DII,Diretoria de Interlocução Institucional - CENDFOL-PI,N,N,N
110010279,CENDFOL-PI/GAB/DII/CMA,Coordenação de Monitoramento e Avaliação - CENDFOL-PI,N,N,N
110010267,CENDFOL-PI/GAB/DII/GE,Gerência de Enfrentamento - CENDFOL-PI,N,N,N
110010268,CENDFOL-PI/GAB/DII/GE/COOR,Coordenação de Enfrentamento - CENDFOL-PI,N,N,N
110010271,CENDFOL-PI/GAB/DII/GFLO,Gerência de Prevenção da Regional de Floriano - CENDFOL-PI,N,N,N
110010272,CENDFOL-PI/GAB/DII/GFLO/COOR,Coordenação de Prevenção da Regional de Floriano - CENDFOL-PI,N,N,N
110010273,CENDFOL-PI/GAB/DII/GP,Gerência de Prevenção - CENDFOL-PI,N,N,N
110010274,CENDFOL-PI/GAB/DII/GP/COOR,Coordenação de Prevenção - CENDFOL-PI,N,N,N
110010275,CENDFOL-PI/GAB/DII/GPHB,Gerência de Prevenção da Regional de Parnaiba - CENDFOL-PI,N,N,N
110010276,CENDFOL-PI/GAB/DII/GPHB/COOR,Coordenação de Prevenção da Regional de Parnaiba - CENDFOL-PI,N,N,N
110010277,CENDFOL-PI/GAB/DII/GPICOS,Gerência de Prevenção da Regional de Picos - CENDFOL-PI,N,N,N
110010278,CENDFOL-PI/GAB/DII/GPICOS/COOR,Coordenação de Prevenção da Regional de Picos - CENDFOL-PI,N,N,N
110010269,CENDFOL-PI/GAB/DII/GSRN,Gerência de Prevenção da Regional de São Raimundo Nonato - CENDFOL-PI,N,N,N
110010270,CENDFOL-PI/GAB/DII/GSRN/COOR,Coordenação de Prevenção da Regional de São Raimundo Nonato - CENDFOL-PI,N,N,N
110010280,CENDFOL-PI/GAB/DIPL,Diretoria de Investimento e Promoção ao Lazer - CENDFOL-PI,N,N,N
110010281,CENDFOL-PI/GAB/DIPL/GI,Gerência de Investimento - CENDFOL-PI,N,N,N
110010282,CENDFOL-PI/GAB/DIPL/GI/COOR,Coordenação de Investimento - CENDFOL-PI,N,N,N
110010283,CENDFOL-PI/GAB/DIPL/GPL,Gerência de Promoção ao Lazer - CENDFOL-PI,N,N,N
110010284,CENDFOL-PI/GAB/DIPL/GPL/COOR-C,Coordenação da Cultura - CENDFOL-PI,N,N,N
110010285,CENDFOL-PI/GAB/DIPL/GPL/COOR-E,Coordenação do Esporte - CENDFOL-PI,N,N,N
110010286,CENDFOL-PI/GAB/DIPL/GPL/COOR-L,Coordenação do Lazer - CENDFOL-PI,N,N,N
110010257,CENDFOL-PI/GAB/DPLAN,Diretoria de Planejamento - CENDFOL-PI,N,N,N
110010259,CENDFOL-PI/GAB/DPLAN/COOR,Coordenação de Planejamento - CENDFOL-PI,N,N,N
110010258,CENDFOL-PI/GAB/DPLAN/GP,Gerência de Planejamento - CENDFOL-PI,N,N,N
110006262,CENDFOL-PI/GAB/DPP,Diretoria de Politicas Publicas - CENDFOL-PI,N,N,N
110006263,CENDFOL-PI/GAB/DPP/CARS,Coordenação de Atenção a Rede Social - CENDFOL-PI,N,N,N
110006264,CENDFOL-PI/GAB/DPP/CEAC,Coordenação dos Espaços de Acolhimento - CENDFOL-PI,N,N,N
110006265,CENDFOL-PI/GAB/DPP/CPA,Coordenação de Prevenção  e Acolhimento - CENDFOL-PI,N,N,N
110006266,CENDFOL-PI/GAB/DPP/GPARD,"Gerência de Prevenção, Acolhimento e Redução de Danos - CENDFOL-PI",N,N,N
110006267,CENDFOL-PI/GAB/GAT,Gerência de Apoio Técnico - CENDFOL-PI,N,N,N
110010255,CENDFOL-PI/GAB/JUR,Assessoria Jurídica - CENDFOL-PI,N,N,N
110006268,CENDFOL-PI/GAB/NCI,Núcleo de Controle Interno - CENDFOL-PI,N,N,N
110001803,CENDROGAS-PI/GAB,Gabinete da Coordenadoria Geral - CENDROGAS-PI,S,S,N
110001811,CENDROGAS-PI/GAB/DAF,Diretoria Administrativa Financeira - CENDROGAS-PI,N,N,N
110001810,CENDROGAS-PI/GAB/DAF/CCP,Coordenação de Capacitação e Pesquisa - CENDROGAS-PI,N,N,N
110001812,CENDROGAS-PI/GAB/DAF/GFINC,Gerência Financeira e Contábil - CENDROGAS-PI,N,N,N
110002608,CENDROGAS-PI/GAB/DAF/PROTOCOLO,Protocolo Geral - CENDROGAS-PI,N,N,N
110001805,CENDROGAS-PI/GAB/DPP,Diretoria de Politicas Publicas - CENDROGAS-PI,N,N,N
110001809,CENDROGAS-PI/GAB/DPP/CARS,Coordenação de Atenção a Rede Social - CENDROGAS-PI,N,N,N
110001808,CENDROGAS-PI/GAB/DPP/CEAC,Coordenação dos Espaços de Acolhimento - CENDROGAS-PI,N,N,N
110001807,CENDROGAS-PI/GAB/DPP/CPA,Coordenação de Prevenção  e Acolhimento - CENDROGAS-PI,N,N,N
110001806,CENDROGAS-PI/GAB/DPP/GPARD,"Gerência de Prevenção, Acolhimento e Redução de Danos - CENDROGAS-PI",N,N,N
110004697,CENDROGAS-PI/GAB/GAT,Gerência de Apoio Técnico - CENDROGAS-PI,N,N,N
110001804,CENDROGAS-PI/GAB/NCI,Núcleo de Controle Interno - CENDROGAS-PI,N,N,N
110001258,CEPM-PI/GAB,Gabinete da Coordenação Geral - CEPM-PI,S,S,N
110001270,CEPM-PI/GAB/CCA,Coordenação da Casa de Abrigo - CEPM-PI,N,N,N
110003196,CEPM-PI/GAB/CGFC,Comissão de Gestão e Fiscalização de Contratos,N,N,N
110001271,CEPM-PI/GAB/CRC,Coordenação do Centro de Referência da Mulher - CEPM-PI,N,N,N
110001264,CEPM-PI/GAB/DAIAT,Diretoria de Articulação Interinstitucional e Ações Temáticas - CEPM-PI,N,N,N
110001265,CEPM-PI/GAB/DAIAT/GPRDA,Gerência de Promoção dos Direitos e da Autonomia das Mulheres - CEPM-PI,N,N,N
110001267,CEPM-PI/GAB/DAIAT/GPRDA/CAESP,Coordenação de Autonomia Econômica Social e Políticas das Mulheres - CEPM-PI,N,N,N
110001266,CEPM-PI/GAB/DAIAT/GPRDA/CDIV,Coordenação da Diversidade - CEPM-PI,N,N,N
110001269,CEPM-PI/GAB/DAIAT/GPRDA/CEVCM,Coordenação do Enfrentamento à Violência Contra a Mulher - CEPM-PI,N,N,N
110001268,CEPM-PI/GAB/DAIAT/GPRDA/CMTR,Coordenação das Mulheres Trabalhadoras Rurais - CEPM-PI,N,N,N
110001259,CEPM-PI/GAB/DIRAF,Diretoria Administrativo-Financeiro - CEPM-PI,S,S,N
110001260,CEPM-PI/GAB/DPLGP,Diretoria de Planejamento e Gestão de Políticas Para As Mulheres - CEPM-PI,N,N,N
110001261,CEPM-PI/GAB/DPLGP/GPRPOP,Gerência de Promoção de Políticas Públicas Para As Mulheres - CEPM-PI,N,N,N
110001262,CEPM-PI/GAB/DPLGP/GPRPOP/CAICS,Coordenação de Articulação Intermunicipal e Controle Social - CEPM-PI,N,N,N
110001263,CEPM-PI/GAB/DPLGP/GPRPOP/CEMPP,Coordenação de Elaboração e Monitoramento de Programas e Projetos - CEPM-PI,N,N,N
110001272,CEPM-PI/GAB/NCI,Núcleo de Controle Interno - CEPM-PI,N,N,N
110001273,CEPM-PI/GAB/PROTOCOLO,Protocolo Geral - CEPM-PI,S,N,N
110006375,CEPM-PI/NS-SEI,Núcleo Setorial SEI - CEPM-PI,N,N,N
110009465,CFLP-PI/GAB,Gabinete Geral - Diretoria da Presidência - CFLP-PI,S,S,S
110009466,CFLP-PI/GAB/AE,Assessor Especial - CFLP-PI,N,N,N
110009467,CFLP-PI/GAB/ASSJUR,Assessoria Jurídica - CFLP-PI,N,N,N
110009468,CFLP-PI/GAB/AT,Assessor Técnico - CFLP-PI,N,N,N
110010979,CFLP-PI/GAB/ATENPGE,Atendimento à Requisições e Diligências da Procuradoria de Geral Estado (PGE) - CFLP-PI,N,N,N
110009469,CFLP-PI/GAB/CG,Chefe de Gabinete - CFLP-PI,N,N,N
110009470,CFLP-PI/GAB/CI,Controle Interno - CFLP-PI,N,N,N
110009471,CFLP-PI/GAB/CPL,Comissão Permanente de Licitação - CFLP-PI,N,N,N
110009472,CFLP-PI/GAB/CPL/MCPL,Membro da Comissão Permanente de Licitação - CFLP-PI,N,N,N
110009473,CFLP-PI/GAB/DA,Diretoria Administrativa - CFLP-PI,N,N,N
110009474,CFLP-PI/GAB/DA/CRH,Coordenadoria de Recursos Humanos - CFLP-PI,N,N,N
110009475,CFLP-PI/GAB/DA/GA,Gerencia Administrativa - CFLP-PI,N,N,N
110009476,CFLP-PI/GAB/DA/SA,Supervisão de Área - CFLP-PI,N,N,N
110009477,CFLP-PI/GAB/DF,Diretoria Financeira - CFLP-PI,N,N,N
110009478,CFLP-PI/GAB/DF/CF,Coordenadoria Financeira - CFLP-PI,N,N,N
110009479,CFLP-PI/GAB/DF/GF,Gerencia Financeira - CFLP-PI,N,N,N
110009480,CFLP-PI/GAB/DF/SA,Supervisão de Área - CFLP-PI,N,N,N
110009481,CFLP-PI/GAB/DO,Diretoria de Operação - CFLP-PI,N,N,N
110009482,CFLP-PI/GAB/DO/CT,Coordenadoria de Tráfego - CFLP-PI,N,N,N
110009483,CFLP-PI/GAB/DO/GP,Gerência de Operação - CFLP-PI,N,N,N
110009484,CFLP-PI/GAB/DO/SA,Supervisão de Área - CFLP-PI,N,N,N
110009485,CFLP-PI/GAB/DT,Diretoria Técnica - CFLP-PI,N,N,N
110009486,CFLP-PI/GAB/DT/CM,Coordenadoria de Manutenção - CFLP-PI,N,N,N
110009487,CFLP-PI/GAB/DT/GT,Gerencia Técnica - CFLP-PI,N,N,N
110009488,CFLP-PI/GAB/DT/SA,Supervisão de Área - CFLP-PI,N,N,N
110009489,CFLP-PI/GAB/PTCL,Protocolo - CFLP-PI,N,N,N
110009490,CFLP-PI/GAB/SCTR,Secretário - CFLP-PI,N,N,N
110009491,CFLP-PI/GAB/VICPRE,Vice-Presidência - CFLP-PI,N,N,N
110008954,CGE-PI/CG/UNIAUD/GETRA/COCONP,Coordenação de Convênios e Parcerias - CGE-PI,N,N,N
110008957,CGE-PI/CG/UNICONT/GERAG/CONUC,Coordenação dos Núcleos de Controle Interno - CGE-PI,N,N,N
110000069,CGE-PI/GAB,Gabinete Geral - CGE-PI,N,N,N
110000364,CGE-PI/GAB/ARQUIVO,Arquivo - CGE-PI,N,N,N
110007345,CGE-PI/GAB/ASPLAG,Assessoria de Planejamento e Gestão Interna - CGE-PI,N,N,N
110001215,CGE-PI/GAB/ASREF,Assessoria de Regularidade Fiscal - CGE-PI,N,N,N
110000162,CGE-PI/GAB/ASTEC,Assessoria Técnica - CGE-PI,N,N,N
110000363,CGE-PI/GAB/CG,Controlador Geral - CGE-PI,N,N,N
110008927,CGE-PI/GAB/CG/ASCOM,Assessoria de Comunicação - CGE-PI,N,N,N
110008932,CGE-PI/GAB/CG/ASPLAG,Assessoria de Planejamento e Gestão Interna - CGE-PI,N,N,N
110008929,CGE-PI/GAB/CG/COAD,Coordenação de Apoio Administrativo - CGE-PI,N,N,N
110008928,CGE-PI/GAB/CG/COMET,Comissão de Ética - CGE-PI,N,N,N
110008926,CGE-PI/GAB/CG/SECEX,Coordenação de Secretaria Executiva - CGE-PI,N,N,N
110008930,CGE-PI/GAB/CG/UNIAUD,Unidade de Auditoria e Monitoramento - CGE-PI,N,N,N
110008943,CGE-PI/GAB/CG/UNIAUD/GECOB,Gerência de Obras - CGE-PI,N,N,N
110008944,CGE-PI/GAB/CG/UNIAUD/GEPEP,Gerência de Controle de Pessoal e Previdência - CGE-PI,N,N,N
110008931,CGE-PI/GAB/CG/UNIAUD/GERAU,Gerência de Avaliação e Auditoria - CGE-PI,N,N,N
110008945,CGE-PI/GAB/CG/UNIAUD/GETRA,Gerência de Transferências - CGE-PI,N,N,N
110008946,CGE-PI/GAB/CG/UNICONT,Unidade de Controladoria - CGE-PI,N,N,N
110008950,CGE-PI/GAB/CG/UNICONT/GECST,Gerência de Controle de Sistemas e Transparência  - CGE-PI,N,N,N
110008948,CGE-PI/GAB/CG/UNICONT/GENUS,Gerência dos Núcleos Setoriais - CGE-PI,N,N,N
110008947,CGE-PI/GAB/CG/UNICONT/GERAG,Gerência de Acompanhamento da Gestão e Regularidade Fiscal - CGE-PI,N,N,N
110008971,CGE-PI/GAB/CG/UNICRG,Corregedoria-Geral do Estado - CGE-PI,N,N,N
110008972,CGE-PI/GAB/CG/UNICRG/GECOD,Gerência de Correição e Disciplina - CGE-PI,N,N,N
110000161,CGE-PI/GAB/CGA,Gabinete Controlador-Geral Adjunto - CGE-PI,N,N,N
110000167,CGE-PI/GAB/CGA/GECOB,Gerência de Controle de Obras - CGE-PI,N,N,N
110000164,CGE-PI/GAB/CGA/GELIC,Gerência de Licitações e Contratos - CGE-PI,N,N,N
110000163,CGE-PI/GAB/CGA/GEPEP,Gerência de Pessoal e Previdência - CGE-PI,N,N,N
110000165,CGE-PI/GAB/CGA/GERAU,Gerência de Avaliação e Auditoria - CGE-PI,N,N,N
110000169,CGE-PI/GAB/CGA/GETIN,Gerência de Tecnologia da Informação - CGE-PI,N,N,N
110000168,CGE-PI/GAB/CGA/GETRA,Gerência de Transferências - CGE-PI,N,N,N
110006019,CGE-PI/GAB/CGA/GMPG1,Grupo de monitoramento de programa de governo 1,N,N,N
110006270,CGE-PI/GAB/CGA/NSATI,Núcleo Setorial ATI - CGE-PI,N,N,N
110006271,CGE-PI/GAB/CGA/NSDER,Núcleo Setorial DER - CGE-PI,N,N,N
110006272,CGE-PI/GAB/CGA/NSIDEPI,Núcleo Setorial IDEPI - CGE-PI,N,N,N
110003842,CGE-PI/GAB/CGA/NSSASC,Núcleo Setorial SASC - CGE-PI,N,N,N
110000266,CGE-PI/GAB/CGA/NSSEAD,Núcleo Setorial SEAD - CGE-PI,N,N,N
110000372,CGE-PI/GAB/CGA/NSSEAF,Núcleo Setorial SEAF - CGE-PI,N,N,N
110000267,CGE-PI/GAB/CGA/NSSEDUC,Núcleo Setorial SEDUC - CGE-PI,N,N,N
110002646,CGE-PI/GAB/CGA/NSSEFAZ,Núcleo Setorial SEFAZ - CGE-PI,N,N,N
110000270,CGE-PI/GAB/CGA/NSSEINFRA,Núcleo Setorial SEINFRA - CGE-PI,N,N,N
110000268,CGE-PI/GAB/CGA/NSSEJUS,Núcleo Setorial SEJUS - CGE-PI,N,N,N
110000269,CGE-PI/GAB/CGA/NSSESAPI,Núcleo Setorial SESAPI - CGE-PI,N,N,N
110000370,CGE-PI/GAB/CGA/NSSETRANS,Núcleo Setorial SETRANS - CGE-PI,N,N,N
110000366,CGE-PI/GAB/CGA/NSSSP,Núcleo Setorial SSP - CGE-PI,N,N,N
110000969,CGE-PI/GAB/CGA/NSTCE,Núcleo Setorial TCE - CGE-PI,N,N,N
110000371,CGE-PI/GAB/CGA/NSUESPI,Núcleo Setorial UESPI - CGE-PI,N,N,N
110000279,CGE-PI/GAB/CRG,Corregedoria-Geral do Estado - CGE-PI,N,N,N
110000277,CGE-PI/GAB/CRG/GECOD,Gerência de Correição e Disciplina - CGE-PI,N,N,N
110000166,CGE-PI/GAB/DAFIN,Diretoria Administrativa e Financeira - CGE-PI,N,N,N
110000272,CGE-PI/GAB/DAFIN/CLOGI,Coordenação de Logística - CGE-PI,N,N,N
110000271,CGE-PI/GAB/DAFIN/COAFI,Coordenação Administrativa e Financeira - CGE-PI,N,N,N
110000265,CGE-PI/GAB/DAFIN/PROTOCOLO,Protocolo Geral - CGE-PI,N,N,N
110001944,CGE-PI/GAB/NASSE,Núcleo de Assessoramento Especial,N,N,N
