IdUnidade,Sigla,Descricao,SinProtocolo,SinArquivamento,SinOuvidoria
110008907,PORTO-PI/PRES/DC/GNPI/ASS,Assessoria da Gerência de Negócios e Promoção Institucional - PORTO-PI,N,N,N
110009667,PORTO-PI/PRES/DE,Diretoria de Engenharia - PORTO-PI,N,N,N
110009672,PORTO-PI/PRES/DE/ASSIFO,Assessoria de Implantação e Fiscalização de Obras - PORTO-PI,N,N,N
110009671,PORTO-PI/PRES/DE/GIFO,Gerência de Implantação e Fiscalização de Obras - PORTO-PI,N,N,N
110009668,PORTO-PI/PRES/DE/GPI,Gerência de Planejamento e Infraestrutura - PORTO-PI,N,N,N
110009670,PORTO-PI/PRES/DE/GPI/ASSM,Assessoria de Manutenção - PORTO-PI,N,N,N
110009669,PORTO-PI/PRES/DE/GPI/ASSSC,Assessoria de Serviços Complementares - PORTO-PI,N,N,N
110007018,PORTO-PI/PRES/DO,Diretoria de Operações - PORTO-PI,N,N,N
110009449,PORTO-PI/PRES/DO/GBI,GERÊNCIA DE BUSINESS INTELIGENCE,N,N,N
110007026,PORTO-PI/PRES/DO/LN,Logística e Negócios - PORTO-PI,N,N,N
110007027,PORTO-PI/PRES/DO/ORA,Operações de Recintos Aduaneiros - PORTO-PI,N,N,N
110007025,PORTO-PI/PRES/DO/TP,Terminal Pesqueiro - PORTO-PI,N,N,N
110009440,PORTO-PI/PRES/DS,DIRETORIA DE SUSTENTABILIDADE,N,N,N
110009441,PORTO-PI/PRES/DS/GCR,GERÊNCIA DE CONFORMIDADE REGULATÓRIA,N,N,N
110009442,PORTO-PI/PRES/DS/GCR/ASSGCR,ASSESSORIA DA GERÊNCIA DE CONFORMIDADE REGULATÓRIA,N,N,N
110009443,PORTO-PI/PRES/DS/GMESG,GERÊNCIA DE MONITORAMENTO ESG,N,N,N
110009444,PORTO-PI/PRES/DS/GMESG/ASSMESG,ASSESSORIA DA GERÊNCIA DE MONITORAMENTO ESG,N,N,N
110009445,PORTO-PI/PRES/DS/GPS,GERÊNCIA DE PROGRAMAS SOCIOAMBIENTAIS,N,N,N
110009446,PORTO-PI/PRES/DS/GPS/ASSQA,ASSESSORIA DE QUALIDADE AMBIENTAL,N,N,N
110009447,PORTO-PI/PRES/DS/GPS/ASSRI,ASSESSORIA DE RELAÇÕES INSTITUCIONAIS,N,N,N
110007017,PORTO-PI/PRES/DT,Diretoria Técnica - PORTO-PI,N,N,N
110007020,PORTO-PI/PRES/DT/INFR,Infraestrutura - PORTO-PI,N,N,N
110007022,PORTO-PI/PRES/DT/INFR/SAMP,Serviço de Apoio e Manutenção Predial - PORTO-PI,N,N,N
110007021,PORTO-PI/PRES/DT/INFR/TI,Tecnologia da Informação - PORTO-PI,N,N,N
110007023,PORTO-PI/PRES/DT/QGR,Qualidade e Gestão de Risco - PORTO-PI,N,N,N
110007024,PORTO-PI/PRES/DT/QGR/RI,Relações Institucionais -PORTO-PI,N,N,N
110009448,PORTO-PI/PRES/GE,GERÊNCIA EXECUTIVA,N,N,N
110010147,PORTO-PI/PRESI,Presidência - PORTO-PI,N,N,N
110010152,PORTO-PI/PRESI/ASEXE,Assessoria Executiva - PORTO-PI,N,N,N
110010154,PORTO-PI/PRESI/DIGOV,Diretoria de Governança Corporativa - PORTO-PI,N,N,N
110011064,PORTO-PI/PRESI/DIGOV/GEARI,Gerência de Assuntos Regulatórios e Institucionais - PORTO-PI,N,N,N
110010156,PORTO-PI/PRESI/DIGOV/GEGOV,Gerência de Governaça - PORTO-PI,N,N,N
110010155,PORTO-PI/PRESI/DIGOV/GEREG,Gerência de Assuntos Regulatórios e Institucionais - PORTO-PI,N,N,N
110010148,PORTO-PI/PRESI/GABIN,Chefia de Gabinete - PORTO-PI,N,N,N
110011063,PORTO-PI/PRESI/GABIN/GEPAC,Gerência de Projetos e Acompanhamento Integrado - PORTO-PI,N,N,N
110011062,PORTO-PI/PRESI/GABIN/GETIC,Gerência de Tecnologia da Informação e Comunicação - PORTO-PI,N,N,N
110010151,PORTO-PI/PRESI/GECOM,Gerência de Comunicação - PORTO-PI,N,N,N
110010149,PORTO-PI/PRESI/GEJUR,Gerência Jurídica - PORTO-PI,N,N,N
110010150,PORTO-PI/PRESI/GELIC,Gerência de Licitações e Contratos - PORTO-PI,N,N,N
110010176,PORTO-PI/PRESI/VEPSP,Vice-Presidência de Economia Pesqueira e Sustentabilidade Portuária - PORTO-PI,N,N,N
110010181,PORTO-PI/PRESI/VEPSP/DICOP,Diretoria Comercial e Operações Pesqueiras - PORTO-PI,N,N,N
110010177,PORTO-PI/PRESI/VEPSP/DISUS,Diretoria de Sustentabilidade - PORTO-PI,N,N,N
110010153,PORTO-PI/PRESI/VPEXE,Vice-Presidência Executiva de Gestão Interna - PORTO-PI,N,N,N
110010157,PORTO-PI/PRESI/VPEXE/DISER,Diretoria de Serviços Compartilhado - PORTO-PI,N,N,N
110010185,PORTO-PI/PRESI/VPHIN,Vice-Presidência de Gestão Hidroviária e Navegação - PORTO-PI,N,N,N
110010186,PORTO-PI/PRESI/VPHIN/DIPRE,Diretoria de Programas de Revitalização - PORTO-PI,N,N,N
110010163,PORTO-PI/PRESI/VPINP,Vice-Presidência de Infraestrutura e Negócios Portuários - PORTO-PI,N,N,N
110010169,PORTO-PI/PRESI/VPINP/DIDES,Diretoria de Desenvolvimento e Negócios - PORTO-PI,N,N,N
110010164,PORTO-PI/PRESI/VPINP/DIINF,Diretoria de Infraestrutura Portuária - PORTO-PI,N,N,N
110010173,PORTO-PI/PRESI/VPINP/DIOPE,Diretoria de Gestão Operacional - PORTO-PI,N,N,N
110010184,PORTO-PI/VEPSP/DICOP/GEADF,Gerência Administrativa e Financeiro - PORTO-PI,N,N,N
110011073,PORTO-PI/VEPSP/DICOP/GEADM,Gerência Administrativa e Financeira - PORTO-PI,N,N,N
110010182,PORTO-PI/VEPSP/DICOP/GENEG,Gerência de Gestão de Negócios - PORTO-PI,N,N,N
110010183,PORTO-PI/VEPSP/DICOP/GESEG,Gerência de Segurança e Meio Ambiente - PORTO-PI,N,N,N
110011070,PORTO-PI/VEPSP/DISUS/GEASG,Gerência de ASG - PORTO-PI,N,N,N
110010180,PORTO-PI/VEPSP/DISUS/GECAM,Gerência de Conformidade Ambiental - PORTO-PI,N,N,N
110010179,PORTO-PI/VEPSP/DISUS/GEESG,Gerência de ESG - PORTO-PI,N,N,N
110011069,PORTO-PI/VEPSP/DISUS/GELIN,Gerência de Licenciamento e Conformidad - PORTO-PI,N,N,N
110011071,PORTO-PI/VEPSP/DISUS/GEPAM,Gerência de Programas Ambientais - PORTO-PI,N,N,N
110010178,PORTO-PI/VEPSP/DISUS/GEQUA,Gerência de Monitoramento de Qualidade e Certificações - PORTO-PI,N,N,N
110011072,PORTO-PI/VEPSP/DISUS/GETEC,Gerência de Gestão Territorial e Comunitária - PORTO-PI,N,N,N
110010160,PORTO-PI/VPEXE/DISER/GEAFI,Gerência Administrativo e Fincanceiro - PORTO-PI,N,N,N
110010161,PORTO-PI/VPEXE/DISER/GECON,Gerência Contábil e Tributária - PORTO-PI,N,N,N
110011066,PORTO-PI/VPEXE/DISER/GEFIN,Gerência Financeira e Tributária - PORTO-PI,N,N,N
110010162,PORTO-PI/VPEXE/DISER/GEMAN,Gerência de Manutenção e Suprimentos - PORTO-PI,N,N,N
110010158,PORTO-PI/VPEXE/DISER/GEPES,Gerência de Gestão de Pessoas - PORTO-PI,N,N,N
110011065,PORTO-PI/VPEXE/DISER/GESER,Gerência de Recursos Compartilhados - PORTO-PI,N,N,N
110010159,PORTO-PI/VPEXE/DISER/GETIN,Gerência de Gestão de Tecnológia da Informação - PORTO-PI,N,N,N
110011074,PORTO-PI/VPHIN/DIPRE/GEATH,Gerência de Gestão de Ativos Hidroviários - PORTO-PI,N,N,N
110010172,PORTO-PI/VPINP/DIDES/GEATV,Gerência de Gestão de Ativos - PORTO-PI,N,N,N
110010170,PORTO-PI/VPINP/DIDES/GEDEP,Gerência de Planejamento e Desenvolvimento Portuário - PORTO-PI,N,N,N
110011068,PORTO-PI/VPINP/DIDES/GEDES,Gerência de Planejamento Estratégico e Desenvolvimento Portuário - PORTO-PI,N,N,N
110010171,PORTO-PI/VPINP/DIDES/GENCC,Gerência de Negócios Comerciais e Contratos - PORTO-PI,N,N,N
110011067,PORTO-PI/VPINP/DIINF/GEATI,Gerência de Ativos - PORTO-PI,N,N,N
110010166,PORTO-PI/VPINP/DIINF/GEIFO,Gerência de Implantação e Fiscalização de Obras - PORTO-PI,N,N,N
110010165,PORTO-PI/VPINP/DIINF/GEPLI,Gerência de Planejamento e Infraestrutura - PORTO-PI,N,N,N
110011075,PORTO-PI/VPINP/DIOPE/GEMAR,Gerência de Operações Marítimas - PORTO-PI,N,N,N
110010175,PORTO-PI/VPINP/DIOPE/GEMOP,Gerência de Monitoramento de Infraestrutura - PORTO-PI,N,N,N
110010174,PORTO-PI/VPINP/DIOPE/GESEO,Gerência de Segurança Operacional - PORTO-PI,N,N,N
110009556,REABILITAR-PI/CEIR/GCL/NSP,Núcleo de Segurança ao Paciente - REABILITAR-PI,N,N,N
110009546,REABILITAR-PI/CEIR/GUND/GQ,Gestão da Qualidade - REABILITAR-PI,N,N,N
110009620,REABILITAR-PI/GAF/CGP/SESMT,Supervisão - REABILITAR-PI,N,N,N
110009532,REABILITAR-PI/PRES/SUPMP/CEIR,- REABILITAR-PI,N,N,N
110009559,REABILITAR-PI/PRES/SUPMP/NMDER,- REABILITAR-PI,N,N,N
110009554,REABILITAR/CEIR/GCL/CEP,Centro de Ensina e Pesquisa - REABILITAR-PI,N,N,N
110009555,REABILITAR/CEIR/GCL/CRP,Comissão de Revisão de Prontuário - REABILITAR-PI,N,N,N
110009736,REABILITAR/CEIR/GCL/SCL,Supervisão Clínica do CEIR - REABILITAR-PI,N,N,N
110009539,REABILITAR/CEIR/GCL/SSS,Supervisão Serviço Social - REABILITAR-PI,N,N,N
110009552,REABILITAR/CEIR/GRHA/SPFON,Supervisão de Fonoaudiologia - REABILITAR-PI,N,N,N
110009548,REABILITAR/CEIR/GRHF/SRHF,Supervisão de Reabilitação Fisìca - REABILITAR-PI,N,N,N
110009550,REABILITAR/CEIR/GRHI/SRHI,Supervisão de Reabilitação Intelectual - REABILITAR-PI,N,N,N
110009558,REABILITAR/CEIR/GRHV/SRHV,Supervisão de Reabilitação Visual - REABILITAR-PI,N,N,N
110009540,REABILITAR/CEIR/GUND/COO,Coordenação da Oficina Ortopédica - REABILITAR-PI,N,N,N
110009541,REABILITAR/CEIR/GUND/COO/SOO,Supervisão da Oficina Ortopédica - REABILITAR-PI,N,N,N
110009542,REABILITAR/CEIR/GUND/FAT,Faturamento - REABILITAR-PI,N,N,N
110009544,REABILITAR/CEIR/GUND/GP,Gestão de Pessoal - REABILITAR-PI,N,N,N
110009735,REABILITAR/CEIR/GUND/NQSP,Núcleo da Qualidade e Segurança do Paciente - REABILITAR-PI,N,N,N
110009545,REABILITAR/CEIR/GUND/OUV,Ouvidoria - REABILITAR-PI,N,N,N
110009535,REABILITAR/CEIR/GUND/SAT,Supervisão de Atendimento - REABILITAR-PI,N,N,N
110009537,REABILITAR/CEIR/GUND/SCD,Supervisão de Centro de Diagnóstico - REABILITAR-PI,N,N,N
110009536,REABILITAR/CEIR/GUND/SMP,Supervisão de Manutenção Predial e Patrimonial - REABILITAR-PI,N,N,N
110009538,REABILITAR/CEIR/GUND/SSG,Supervisão de Serviços Gerais - REABILITAR-PI,N,N,N
110009534,REABILITAR/CEIR/GUND/STI,Supervisão de Tecnologia da Informação - REABILITAR-PI,N,N,N
110009553,REABILITAR/CEIR/SUPMP/GCL,Gerência Clínica - REABILITAR-PI,N,N,N
110009551,REABILITAR/CEIR/SUPMP/GRHA,Gerência de Reabilitação Auditiva - REABILITAR-PI,N,N,N
110009547,REABILITAR/CEIR/SUPMP/GRHF,Gerência de Reabilitação Física - REABILITAR-PI,N,N,N
110009549,REABILITAR/CEIR/SUPMP/GRHI,Gerência de Reabilitação Intelectual - REABILITAR-PI,N,N,N
110009557,REABILITAR/CEIR/SUPMP/GRHV,Gerência de Reabilitação Visual - REABILITAR-PI,N,N,N
110009533,REABILITAR/CEIR/SUPMP/GUND,Gerência de Unidade - REABILITAR-PI,N,N,N
110009612,REABILITAR/NMDER/CAD/SAT,Supervisão de Atendimento - REABILITAR-PI,N,N,N
110009613,REABILITAR/NMDER/CAD/SUPAG,Supervisão de Agendamento - REABILITAR-PI,N,N,N
110009614,REABILITAR/NMDER/CAD/SUPOR,Supervisão de Portaria - REABILITAR-PI,N,N,N
110009595,REABILITAR/NMDER/CASS/SPFON,Supervisão de Fonoaudiologia - REABILITAR-PI,N,N,N
110009596,REABILITAR/NMDER/CASS/SUPFI,Supervisão de Fisioterapia - REABILITAR-PI,N,N,N
110009609,REABILITAR/NMDER/CAX/SAX,Supervisão de Almoxarifado - REABILITAR-PI,N,N,N
110009616,REABILITAR/NMDER/CFT/SUPSAME,Supervisão de SAME - REABILITAR-PI,N,N,N
110009629,REABILITAR/NMDER/CGA/SUPGRS,Supervisão de Gestão de Resíduos Sólidos - REABILITAR-PI,N,N,N
110009628,REABILITAR/NMDER/CGA/SUPHH,Supervisão de Higiene Hospitalar - REABILTIAR-PI,N,N,N
110009627,REABILITAR/NMDER/CGA/SUPHL,Supervisão de Hotelaria e Lavanderia - REABILITAR-PI,N,N,N
110011096,REABILITAR/NMDER/CGP/FERIAS,Solicitação de Férias - Reabilitar-PI,N,N,N
110009543,REABILITAR/NMDER/CGP/SESMT,Serviço Especializado de Segurança e Medicina do Trabalho - REABILITAR-PI,N,N,N
110009619,REABILITAR/NMDER/CGP/SGP,Supervisão de Gestão de Pessoas - REBILITAR-PI,N,N,N
110009618,REABILITAR/NMDER/CGP/SUPNEPP,Núcleo de Educação Permanente e Práticas de Saúde - REABILITAR-PI,N,N,N
110009624,REABILITAR/NMDER/CPM/SUPA,Supervisão de Patrimônio - REABILITAR-PI,N,N,N
110009575,REABILITAR/NMDER/CSAMVIS/SSAMV,Supervisão do SAMVVIS - REABILITAR-PI,N,N,N
110009607,REABILITAR/NMDER/DAF/GAF,Gerência Administrativa Financeira - REABILITAR-PI,N,N,N
110009622,REABILITAR/NMDER/DAF/GEMH,Gerencia de Engenharia e Manutenção Hospitalar - REABILITAR-PI,N,N,N
110009568,REABILITAR/NMDER/DIRG/CCIH,Comissão de Controle de Infecção Hospital - REABILITAR-PI,N,N,N
110009567,REABILITAR/NMDER/DIRG/CPO,Comissão de Prevenção ao Óbito - REABILITAR-PI,N,N,N
110009569,REABILITAR/NMDER/DIRG/CRP,Comissão de Revisão de Prontuário - REABILITAR-PI,N,N,N
110009606,REABILITAR/NMDER/DIRG/DAF,Diretoria Administrativa Financeira - REABILITAR-PI,N,N,N
110009570,REABILITAR/NMDER/DIRG/DTEC,Diretoria Técnica - REABILITAR-PI,N,N,N
110009561,REABILITAR/NMDER/DIRG/GNEP,Gerência do Núcelo de Ensino e Pesquisa - REABILITAR-PI,N,N,N
110009565,REABILITAR/NMDER/DIRG/NHE,Núcleo Hosptilar de Epidemiologia - REABILITAR-PI,N,N,N
110009563,REABILITAR/NMDER/DIRG/NIR,Núcleo Interno de Regulação - REABILITAR-PI,N,N,N
110009564,REABILITAR/NMDER/DIRG/NSP,Núcleo de Segurança ao Paciente - REABILITAR-PI,N,N,N
110009562,REABILITAR/NMDER/DIRG/OUV,Ouvidoria - REABILITAR-PI,N,N,N
110009566,REABILITAR/NMDER/DIRG/SQD,Supervisão de Qualidade - REABILITAR-PI,N,N,N
110009571,REABILITAR/NMDER/DTEC/GEM,Gerência de Especialidades Médicas - REABILITAR-PI,N,N,N
110009585,REABILITAR/NMDER/DTEC/GEM/CAMB,Coordenação do Ambulatório - REABILITAR-PI,N,N,N
110010237,REABILITAR/NMDER/DTEC/GEM/CATF,Coordenação Agência Transfusional - REABILITAR-PI,N,N,N
110010238,REABILITAR/NMDER/DTEC/GEM/CDIM,Coordenação de Diagnóstico por Imagem - REABILITAR-PI,N,N,N
110009573,REABILITAR/NMDER/DTEC/GEM/COBS,Coordenação da Obstetrícia - REABILITAR-PI,N,N,N
110009572,REABILITAR/NMDER/DTEC/GEM/CPED,Coordenação da Pediatria - REABILITAR-PI,N,N,N
110009581,REABILITAR/NMDER/DTEC/GEM/SATF,Supervisão Agência Transfusional - REABILITAR-PI,N,N,N
110009583,REABILITAR/NMDER/DTEC/GEM/SCIR,Supervisão de Cirurgias - REABILITAR-PI,N,N,N
110009582,REABILITAR/NMDER/DTEC/GEM/SPAN,Supervisão Anestesia - REABILITAR-PI,N,N,N
110009602,REABILITAR/NMDER/DTEC/GENF,Gerência de Enfermagem - REABILITAR-PI,N,N,N
110009590,REABILITAR/NMDER/DTEC/GMP,Gerência Multiprofissional - REABILITAR-PI,N,N,N
110009592,REABILITAR/NMDER/DTEC/GMP/CASS,Coordenação Assistencial - REABILITAR-PI,N,N,N
110009601,REABILITAR/NMDER/DTEC/GMP/CBLH,Coordenação de Banco de Leite Humano - REABILITAR-PI,N,N,N
110009591,REABILITAR/NMDER/DTEC/GMP/CLAB,Coordenação de Laboratório - REABILITAR-PI,N,N,N
110009597,REABILITAR/NMDER/DTEC/GMP/CNUT,Coordenação de Nutrição - REABILITAR-PI,N,N,N
110009611,REABILITAR/NMDER/GAF/CAD,Coordenação Administrativa - REABILITAR-PI,N,N,N
110009610,REABILITAR/NMDER/GAF/CAF,Coordenação de Farmácia - REABILITAR-PI,N,N,N
110009608,REABILITAR/NMDER/GAF/CAX,Coordenação de Almoxarifado - REABILITAR-PI,N,N,N
110009615,REABILITAR/NMDER/GAF/CFT,Coordenação de Faturamento - REABILITAR-PI,N,N,N
110009617,REABILITAR/NMDER/GAF/CGP,Coordenação de Gestão de Pessoas - REABILITAR-PI,N,N,N
110009621,REABILITAR/NMDER/GAF/STI,Supervisão de TI - REABILITAR-PI,N,N,N
110009576,REABILITAR/NMDER/GEM/CAMB/SAMB,Supervisão do Ambulatório - REABILITAR-PI,N,N,N
110009577,REABILITAR/NMDER/GEM/CAMB/SDIM,Supervisão de Diagnóstico por Imagem - REABILITAR-PI,N,N,N
110009578,REABILITAR/NMDER/GEM/CPED/NEO1,Supervsião Médica da UTI Neo 1 - REABILITAR-PI,N,N,N
110009579,REABILITAR/NMDER/GEM/CPED/NEO2,Supervisão Médica da UTI Neo 2 - REABILITAR-PI,N,N,N
110009580,REABILITAR/NMDER/GEM/CPED/NEO3,Supervisão médica da UTI Neo 3 - REABILITAR-PI,N,N,N
110009574,REABILITAR/NMDER/GEM/CSAMVIS,Coordenação do SAMVVIS - REABILITAR-PI,N,N,N
110009584,REABILITAR/NMDER/GEM/SUTIM,Supervisão de UTI Materna - REABILITAR-PI,N,N,N
110009604,REABILITAR/NMDER/GEM/UCINCA,Supervisão médica da Unidade de Cuidado Intermediário Neonatal Canguru - REABILITAR-PI,N,N,N
110009605,REABILITAR/NMDER/GEM/UCINCO,Supervisão médica da Unidade de Cuidado Intermediário Neonatal Convencional - REABILITAR-PI,N,N,N
110009625,REABILITAR/NMDER/GEMH/CEC,Coordenação de Engenharia Clínica - REABILITAR-PI,N,N,N
110009626,REABILITAR/NMDER/GEMH/CGA,Coordenação Geral de Apoio - REABILITAR-PI,N,N,N
110009623,REABILITAR/NMDER/GEMH/CPM,Coordenação de Patrimônio - REABILITAR-PI,N,N,N
110009632,REABILITAR/NMDER/GEMH/SME,Supervisão de Manutenção Elétrica - REABILITAR-PI,N,N,N
110009633,REABILITAR/NMDER/GEMH/SMP,Supervisão de Manutenção Predial - REABILITAR-PI,N,N,N
110009631,REABILITAR/NMDER/GEMH/SSEG,Supervisão de Segurança - REABILITAR-PI,N,N,N
110009630,REABILITAR/NMDER/GEMH/SUTP,Supervisão de Transporte - REABILITAR-PI,N,N,N
110009603,REABILITAR/NMDER/GENF/CGPB,Coordenação da Casa da Gestante  Puérpera e bebê - REABILITAR-PI,N,N,N
110009638,REABILITAR/NMDER/GENF/CME,Supervisão de CME - REABILITAR-PI,N,N,N
110009639,REABILITAR/NMDER/GENF/COS,Supervisão de Enfermagem do Centro Obstétrico Superior - REABILITAR-PI,N,N,N
110009640,REABILITAR/NMDER/GENF/CPN,Supervisão de CPN - REABILITAR-PI,N,N,N
110009641,REABILITAR/NMDER/GENF/SAD,Supervisão de Admissão - REABILITAR-PI,N,N,N
110009642,REABILITAR/NMDER/GENF/SAG,Supervisão Agência Transfucional - REABILITAR-PI,N,N,N
110009637,REABILITAR/NMDER/GENF/SCC,Supervisão de Enfermagem do Centro Cirúrgico - REABILITAR-PI,N,N,N
110009636,REABILITAR/NMDER/GENF/SEO,Supervisão de Enfermagem Oitavo Andar - REABILITAR-PI,N,N,N
110009635,REABILITAR/NMDER/GENF/SET,Supervisão de Enfermagem Sétimo Andar - REABILITAR-PI,N,N,N
110009634,REABILITAR/NMDER/GENF/SSX,Supervisão de Enfermagem Sexto Andar - REABILITAR-PI,N,N,N
110009739,REABILITAR/NMDER/GENF/UCA,Supervisão de enfermagem da Unidade de Cuidado Intermediário Neonatal Canguru - REABILITAR-PI,N,N,N
110009740,REABILITAR/NMDER/GENF/UCO,Ssupervisão da Enfermagem da Unidade de Cuidado Intermediário Neonatal Convencional - REABILITAR-PI,N,N,N
110009744,REABILITAR/NMDER/GENF/UTIMA,Supervisão de Enfermagem UTI Materna - REABILITAR-PI,N,N,N
110009741,REABILITAR/NMDER/GENF/UTIN1,Supervisão de enfermagem UTI Neonatal 1 - REABILITAR-PI,N,N,N
110009742,REABILITAR/NMDER/GENF/UTIN2,Supervisão de enfermagem UTI Neonatal 2 - REABILITAR-PI,N,N,N
110009743,REABILITAR/NMDER/GENF/UTIN3,Supervisão de enfermagem UTI Neonatal 3- REABILITAR-PI,N,N,N
110009594,REABILITAR/NMDER/GMP/CASS/SSS,Supervisão Serviço Social - REABILITAR-PI,N,N,N
110009593,REABILITAR/NMDER/GMP/CASS/SUPS,Supervisão de Psicologia - REABILITAR-PI,N,N,N
110009599,REABILITAR/NMDER/GMP/CNUT/SLAC,Supervisão de Lactário - REABILITAR-PI,N,N,N
110009598,REABILITAR/NMDER/GMP/CNUT/SNCL,Supervisão de Nutrição Clínica - REABILITAR-PI,N,N,N
110009600,REABILITAR/NMDER/GMP/CNUT/SUAN,Supervisão de Unidade de Alimentação e Nutrição - REABILITAR-PI,N,N,N
110009560,REABILITAR/NMDER/SUPMP/DIRG,Diretorial Geral - REABILITAR-PI,N,N,N
110009730,REABILITAR/SEDE/GAF/COMP/SAX,Supervisor de Almoxarifado - REABILITAR-PI,N,N,N
110009518,REABILITAR/SEDE/GAF/COMP/SCOM,Supervisão de Compras - REABILITAR-PI,N,N,N
110010510,REABILITAR/SEDE/GDH/SESMT,Serviço Especializado de Segurança e Medicina do Trabalho - REABILITAR-PI,N,N,N
110011213,REABILITAR/SEDE/GJUR/AJUR,Equipe Assessoria Jurídica - REABILITAR-PI,N,N,N
110009512,REABILITAR/SEDE/PRES,Presidência - REABILITAR-PI,N,N,N
110009514,REABILITAR/SEDE/PRES/SUPAF,Superintendência Administrativo Financeiro - REABILITAR-PI,N,N,N
110009516,REABILITAR/SEDE/PRES/SUPAF/GAF,Gerência Administrativo Financeiro - REABILITAR-PI,N,N,N
110009525,REABILITAR/SEDE/PRES/SUPAF/GDH,Gerência de Desenvolvimento Humano - REABILITAR-PI,N,N,N
110009523,REABILITAR/SEDE/PRES/SUPAF/GDP,Gerência de Departamento Pessoal - REABILITAR-PI,N,N,N
110009528,REABILITAR/SEDE/PRES/SUPAF/GTI,Gerência de Tecnologia da Informação - REABILITAR-PI,N,N,N
110009513,REABILITAR/SEDE/PRES/SUPEX,Superintendência Executiva - REABILITAR-PI,N,N,N
110009515,REABILITAR/SEDE/PRES/SUPMP,Superintendência Multiprofissional - REABILITAR-PI,N,N,N
110009529,REABILITAR/SEDE/PRES/SUPMP/GPC,Gerência de Projetos  e Captação de Recursos - REABILITAR-PI,N,N,N
110009531,REABILITAR/SEDE/PRES/SUPMP/GQ,Gerência de Qualidade - REABILITAR-PI,N,N,N
110009517,REABILITAR/SEDE/SUPAF/GAF/COMP,Coordenação de Compras - REABILITAR-PI,N,N,N
110009781,REABILITAR/SEDE/SUPAF/GAF/FIN,Financeiro - REABILITAR-PI,N,N,N
110009519,REABILITAR/SEDE/SUPAF/GAF/SNCI,Supervisão de Núcleo de Controle Interno - REABILITAR-PI,N,N,N
110009520,REABILITAR/SEDE/SUPAF/GAF/SPC,Supervisão de Prestação de Contas - REABILITAR-PI,N,N,N
110009521,REABILITAR/SEDE/SUPAF/GAF/STE,Sistema de Transporte Eletivo - REABILITAR-PI,N,N,N
110009522,REABILITAR/SEDE/SUPAF/GCONT,Gerência de Contabilidade - REABILITAR-PI,N,N,N
110009526,REABILITAR/SEDE/SUPAF/GDH/SDH,Supervisão de Desenvolvimento Humano - REABILITAR-PI,N,N,N
110009524,REABILITAR/SEDE/SUPAF/GDP/SDP,Supervisão de Departamento Pessoal - REABILITAR-PI,N,N,N
110009527,REABILITAR/SEDE/SUPAF/GJUR,Gerência Jurídica - REABILITAR-PI,N,N,N
110009729,REABILITAR/SEDE/SUPEX/ASCOM,Assessoria de Comunicação - REABILITAR-PI,N,N,N
110010994,REABILITAR/SEDE/SUPMP/GPC/MSMV,"Coordenação Mais Saúde, Mais Vida - REABILITAR-PI",N,N,N
110009530,REABILITAR/SEDE/SUPMP/GPC/SV,Supervisão de Voluntariado - REABILITAR-PI,N,N,N
110006278,SADA-PI/GAB,Gabinete Geral - SADA-PI,N,N,N
110006912,SADA-PI/GAB/AJUR,Assessoria Jurídica - SADA-PI,N,N,N
110006913,SADA-PI/GAB/ASCOM,Assessoria de Comunicação - SADA-PI,N,N,N
110006910,SADA-PI/GAB/ASGA,Assessoria do Gabinete - SADA-PI,N,N,N
110006917,SADA-PI/GAB/CAP,Coordenação de Apoio Policial - SADA-PI,N,N,N
110006916,SADA-PI/GAB/CEGERA,"Coordenação da Escola de Gestão, Educação Rural e Agropecuária - SADA-PI",N,N,N
110006909,SADA-PI/GAB/CG,Chefia de Gabinete - SADA-PI,N,N,N
110006999,SADA-PI/GAB/CG/PROT,Protocolo - SADA-PI,N,N,N
110006914,SADA-PI/GAB/COCIN,Coordenação de Controle Interno - SADA-PI,N,N,N
110006915,SADA-PI/GAB/COTEF,Coordenação de Tecnologia da Informação - SADA-PI,N,N,N
110006911,SADA-PI/GAB/CPL,Comissão Permanente de Licitação - SADA-PI,N,N,N
110007002,SADA-PI/GAB/CPL/DCON,Divisão de Contratos - SADA-PI,N,N,N
110007001,SADA-PI/GAB/CPL/DNPES,Divisão de Núcleo de Pesquisa - SADA-PI,N,N,N
110007000,SADA-PI/GAB/CPL/DPLANG,Divisão Planejamento e  Gestão de Risco - SADA-PI,N,N,N
110006958,SADA-PI/GAB/DCPR,"Diretoria de Operações, Elaboração de Projetos e Captação de Recursos - SADA-PI",N,N,N
110006962,SADA-PI/GAB/DCPR/COCAP,Coordenação de Convênios e Captação de Recursos - SADA-PI,N,N,N
110006963,SADA-PI/GAB/DCPR/COCAP/DIPAC,Divisão de Prospecção e Articulação de Convênios - SADA-PI,N,N,N
110006964,SADA-PI/GAB/DCPR/COCAP/DIPRO,Divisão de Projetos - SADA-PI,N,N,N
110006965,SADA-PI/GAB/DCPR/COPER,Coordenação de Operações Regionais - SADA-PI,N,N,N
110006967,SADA-PI/GAB/DCPR/COPER/TD1-PA,Coordenação Regional de Paraíba - SADA-PI,N,N,N
110006966,SADA-PI/GAB/DCPR/COPER/TD1-PL,Coordenação Regional de Planície Litorânea - SADA-PI,N,N,N
